stratum_bmv2 -device_id=1 -chassis_config_file=/tmp/leaf6/chassis-config.txt -forwarding_pipeline_configs_file=/tmp/leaf6/pipe.txt -persistent_config_dir=/tmp/leaf6 -initial_pipeline=/root/dummy.json -cpu_port=255 -external_stratum_urls=0.0.0.0:50006 -local_stratum_url=localhost:45867 -max_num_controllers_per_node=10 -write_req_log_file=/tmp/leaf6/write-reqs.txt -logtosyslog=false -logtostderr=true -bmv2_log_level=warn

--------------------------------------------------------------------------------

E0323 10:02:49.565794   105 main.cc:121] Starting bmv2 simple_switch and waiting for P4 pipeline
I0323 10:04:30.027859   222 p4_service.cc:696] Controller (connection_id: 1, election_id: 40, uri: ipv4:172.18.0.3:53122) is connected as MASTER for node (aka device) with ID 1.
I0323 10:04:30.261229   222 p4_service.cc:696] Controller (connection_id: 1, election_id: 40, uri: ipv4:172.18.0.3:53122) is connected as MASTER for node (aka device) with ID 1.
I0323 10:04:30.348656   244 bmv2_switch.cc:74] P4-based forwarding pipeline config pushed successfully to node with ID 1.
E0323 10:04:30.431967   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.432050   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.433001   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.433086   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.433261   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.433928   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.434020   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.440479   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.440560   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.440827   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.441313   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.441393   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.442740   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.442822   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0323 10:04:30.442942   228 bmv2_switch.cc:189] StratumErrorSpace::ERR_INTERNAL: Not supported yet
I0323 10:04:30.570010   222 p4_service.cc:696] Controller (connection_id: 1, election_id: 40, uri: ipv4:172.18.0.3:53122) is connected as MASTER for node (aka device) with ID 1.
I0323 10:04:30.694015   228 config_monitoring_service.cc:377] Initial Subscribe request from ipv4:172.18.0.3:53128 over stream 0x7fd5e2dea510.
I0323 10:13:34.822357   228 config_monitoring_service.cc:569] Subscribe stream 0x7fd5e2dea510 from ipv4:172.18.0.3:53128 has been closed.
I0323 10:13:34.823115   222 p4_service.cc:723] Controller (connection_id: 1, election_id: 40, uri: ipv4:172.18.0.3:53122) which was MASTER for node (aka device) with ID 1 is disconnected. The node is now orphan :(
